Type,Name,Book,Page,Type,Date,StreetNum,Neighborhood,Town,Address,GoogleMapsURL,GooglePlaceID,Latitude,Longitude
GT,REDFIN MORTGAGE LLC,63107,40,MORTGAGE,6/2/2020,84 STRATHMORE RD UNIT 84-7,,BOSTON,"84 Strathmore Road UNIT 84-7, Boston, MA 02135-7122, USA",https://www.google.com/maps/search/?api=1&query=42.3387544%2C-71.1499136&zoom=18&query_place_id=Ejg4NCBTdHJhdGhtb3JlIFJvYWQgVU5JVCA4NC03LCBCb3N0b24sIE1BIDAyMTM1LTcxMjIsIFVTQSIgGh4KFgoUChIJmfZBEFJ444kRYs2cADvCfpsSBDg0IDc,Ejg4NCBTdHJhdGhtb3JlIFJvYWQgVU5JVCA4NC03LCBCb3N0b24sIE1BIDAyMTM1LTcxMjIsIFVTQSIgGh4KFgoUChIJmfZBEFJ444kRYs2cADvCfpsSBDg0IDc,42.3387544,-71.1499136
GT,REDFIN MORTGAGE LLC,62907,80,MORTGAGE,4/28/2020,77 CEDARCREST RD,WEST ROXBURY,BOSTON,"77 Cedarcrest Road, Boston, MA 02132-4734, USA",https://www.google.com/maps/search/?api=1&query=42.2644226%2C-71.1470644&zoom=18&query_place_id=ChIJbyt2Gh1_44kRBTjFxt1rQs0,ChIJbyt2Gh1_44kRBTjFxt1rQs0,42.2644226,-71.1470644
GT,REDFIN MORTGAGE LLC,62581,139,MORTGAGE,2/25/2020,132 HOLTON ST UNIT 1,,BOSTON,"132 Holton Street UNIT 1, Boston, MA 02135-1314, USA",https://www.google.com/maps/search/?api=1&query=42.3607922%2C-71.1397087&zoom=18&query_place_id=ChIJWSHt79N544kRsu9ijPgbZgo,ChIJWSHt79N544kRsu9ijPgbZgo,42.3607922,-71.1397087
GT,REDFIN MORTGAGE LLC,61670,143,MORTGAGE,8/29/2019,107-109 WALK HILL ST UNIT 1,JAMAICA PLAIN,BOSTON,"107-109 Walk Hill Street UNIT 1, Boston, MA 02130-4147, USA",https://www.google.com/maps/search/?api=1&query=42.2922153%2C-71.1129353&zoom=18&query_place_id=ChIJWdoz5U5544kRTDaS2IFBLGA,ChIJWdoz5U5544kRTDaS2IFBLGA,42.2922153,-71.1129353
GR,OPEN DOOR MANAGEMENT LLC,61299,257,MORTGAGE,6/20/2019,381 W BROADWAY,SOUTH BOSTON,BOSTON,"381 West Broadway, Boston, MA 02127-2231, USA",https://www.google.com/maps/search/?api=1&query=42.3374807%2C-71.0490571&zoom=18&query_place_id=ChIJDegW5ol644kRFPUnvPgaJ78,ChIJDegW5ol644kRFPUnvPgaJ78,42.3374807,-71.0490571
GT,OPEN DOOR MANAGEMENT LLC,61232,81,UNIT DEED,6/6/2019,381 W BROADWAY UNIT 2,SOUTH BOSTON,BOSTON,"381 West Broadway UNIT 2, Boston, MA 02127-2270, USA",https://www.google.com/maps/search/?api=1&query=42.3374234%2C-71.0491717&zoom=18&query_place_id=ChIJV4gy5Il644kRJ4tXNimIIVI,ChIJV4gy5Il644kRJ4tXNimIIVI,42.3374234,-71.0491717
GT,OPENDOOR PROPERTY J LLC,38528,192,DEED,6/5/2024,735 WELLMAN AVE UNIT 351,"141-103, 141-104, 141-105",CHELMSFORD,"735 Wellman Avenue UNIT 351, Chelmsford, MA 01863-1366, USA",https://www.google.com/maps/search/?api=1&query=42.6457702%2C-71.3900782&zoom=18&query_place_id=Ejs3MzUgV2VsbG1hbiBBdmVudWUgVU5JVCAzNTEsIENoZWxtc2ZvcmQsIE1BIDAxODYzLTEzNjYsIFVTQSIfGh0KFgoUChIJm_MOIU6744kRSC0wGq73iaUSAzM1MQ,Ejs3MzUgV2VsbG1hbiBBdmVudWUgVU5JVCAzNTEsIENoZWxtc2ZvcmQsIE1BIDAxODYzLTEzNjYsIFVTQSIfGh0KFgoUChIJm_MOIU6744kRSC0wGq73iaUSAzM1MQ,42.6457702,-71.3900782
GT,OPENDOOR PROPERTY J LLC,38666,20,DEED,8/5/2024,139 CRANBERRY RD,,DRACUT,"139 Cranberry Road, Dracut, MA 01826-4127, USA",https://www.google.com/maps/search/?api=1&query=42.6717007%2C-71.2735474&zoom=18&query_place_id=ChIJhy88EW2m44kRrqGyqyA90C8,ChIJhy88EW2m44kRrqGyqyA90C8,42.6717007,-71.2735474
GR,OPENDOOR PROPERTY J LLC,38700,83,DEED,8/21/2024,3 OLD HOMESTEAD RD,,WESTFORD,"3 Old Homestead Road, Westford, MA 01886-2403, USA",https://www.google.com/maps/search/?api=1&query=42.589016%2C-71.4577828&zoom=18&query_place_id=ChIJazZ7Ruq944kR-9HdUp04h-s,ChIJazZ7Ruq944kR-9HdUp04h-s,42.589016,-71.4577828
GR,OPENDOOR PROPERTY J LLC,38752,200,DEED,9/13/2024,15 CANNONGATE RD UNIT 48,,TYNGSBOROUGH,"15 Cannongate Road UNIT 48, Tyngsborough, MA 01879-1425, USA",https://www.google.com/maps/search/?api=1&query=42.6637889%2C-71.4371673&zoom=18&query_place_id=ChIJ-zJ5E6K744kRAQeDgscSCtw,ChIJ-zJ5E6K744kRAQeDgscSCtw,42.6637889,-71.4371673
GT,OPENDOOR PROPERTY J LLC,38866,172,DEED,10/31/2024,54 CHESTNUT ST,,WILMINGTON,"54 Chestnut Street, Wilmington, MA 01887-3907, USA",https://www.google.com/maps/search/?api=1&query=42.5389346%2C-71.1771978&zoom=18&query_place_id=ChIJ17kbfLwK44kRMsYlBPTuNRM,ChIJ17kbfLwK44kRMsYlBPTuNRM,42.5389346,-71.1771978
GT,OPENDOOR PROPERTY J LLC,38959,261,DEED,12/12/2024,16 MARLYN RD,105-146,BILLERICA,"16 Marlyn Road, Billerica, MA 01821-1942, USA",https://www.google.com/maps/search/?api=1&query=42.5694484%2C-71.2585892&zoom=18&query_place_id=ChIJByPimqOh44kR6KQllPbWj44,ChIJByPimqOh44kR6KQllPbWj44,42.5694484,-71.2585892
GT,OPENDOOR PROPERTY J LLC,38968,292,DEED,12/17/2024,52 SLEIGH RD,107-107,CHELMSFORD,"52 Sleigh Road, Chelmsford, MA 01824-4224, USA",https://www.google.com/maps/search/?api=1&query=42.5509679%2C-71.3865891&zoom=18&query_place_id=ChIJ3fJrw_mX44kRKqnT1-Kg8u8,ChIJ3fJrw_mX44kRKqnT1-Kg8u8,42.5509679,-71.3865891
GR,OPENDOOR PROPERTY J LLC,39007,75,DEED,1/8/2025,139 CRANBERRY RD,128-167,DRACUT,"139 Cranberry Road, Dracut, MA 01826-4127, USA",https://www.google.com/maps/search/?api=1&query=42.6717007%2C-71.2735474&zoom=18&query_place_id=ChIJhy88EW2m44kRrqGyqyA90C8,ChIJhy88EW2m44kRrqGyqyA90C8,42.6717007,-71.2735474
GR,OPENDOOR PROPERTY J LLC,39095,254,DEED,2/28/2025,16 MARLYN RD,105-146,BILLERICA,"16 Marlyn Road, Billerica, MA 01821-1942, USA",https://www.google.com/maps/search/?api=1&query=42.5694484%2C-71.2585892&zoom=18&query_place_id=ChIJByPimqOh44kR6KQllPbWj44,ChIJByPimqOh44kR6KQllPbWj44,42.5694484,-71.2585892
,OPENDOOR PROPERTY J LLC,39124,251,DEED,3/14/2025,735 WELLMAN AVENUE UNIT 351,,CHELMSFORD,"735 Wellman Avenue UNIT 351, Chelmsford, MA 01863-1366, USA",https://www.google.com/maps/search/?api=1&query=42.6457702%2C-71.3900782&zoom=18&query_place_id=Ejs3MzUgV2VsbG1hbiBBdmVudWUgVU5JVCAzNTEsIENoZWxtc2ZvcmQsIE1BIDAxODYzLTEzNjYsIFVTQSIfGh0KFgoUChIJm_MOIU6744kRSC0wGq73iaUSAzM1MQ,Ejs3MzUgV2VsbG1hbiBBdmVudWUgVU5JVCAzNTEsIENoZWxtc2ZvcmQsIE1BIDAxODYzLTEzNjYsIFVTQSIfGh0KFgoUChIJm_MOIU6744kRSC0wGq73iaUSAzM1MQ,42.6457702,-71.3900782
GT,REDFIN MORTGAGE LLC,34583,77,MORTGAGE,9/4/2020,66 TYNGSBORO RD,,WESTFORD,"66 Tyngsboro Road, Westford, MA 01886-1138, USA",https://www.google.com/maps/search/?api=1&query=42.6317873%2C-71.437771&zoom=18&query_place_id=ChIJY0oFW2S844kRO7modhGnoPI,ChIJY0oFW2S844kRO7modhGnoPI,42.6317873,-71.437771
,REDFIN MORTGAGE LLC,33764,1,MORTGAGE,1/21/2020,8-10 B ST,,LOWELL,"8-10, B Street, Lowell, MA 01851-4218, USA",https://www.google.com/maps/search/?api=1&query=42.6287942%2C-71.3240739&zoom=18&query_place_id=ChIJtUM96Xmk44kRPp2hnYeeFz4,ChIJtUM96Xmk44kRPp2hnYeeFz4,42.6287942,-71.3240739
,REDFIN MORTGAGE LLC,33981,18,MORTGAGE,4/2/2020,6 SAWMILL RD,,WESTFORD,"6 Sawmill Road, Westford, MA 01886-1107, USA",https://www.google.com/maps/search/?api=1&query=42.6343456%2C-71.4450511&zoom=18&query_place_id=ChIJ4ZdsTG6844kRMix73GZxqDk,ChIJ4ZdsTG6844kRMix73GZxqDk,42.6343456,-71.4450511
,REDFIN MORTGAGE LLC,34088,180,MORTGAGE,5/4/2020,96 RICHARDSON RD UNIT B28,,CHELMSFORD,"96 Richardson Road B28, Chelmsford, MA 01863-1929, USA",https://www.google.com/maps/search/?api=1&query=42.6258523%2C-71.3793074&zoom=18&query_place_id=ChIJ062uYVKj44kRGBXtWOW-Hf4,ChIJ062uYVKj44kRGBXtWOW-Hf4,42.6258523,-71.3793074
,REDFIN MORTGAGE LLC,34249,210,MORTGAGE,6/16/2020,10 WESTERN AVE,,CHELMSFORD,"10 Western Avenue, Chelmsford, MA 01863-2426, USA",https://www.google.com/maps/search/?api=1&query=42.6275221%2C-71.370822&zoom=18&query_place_id=ChIJhWwjplCj44kRN2LzkZFAM-Y,ChIJhWwjplCj44kRN2LzkZFAM-Y,42.6275221,-71.370822
,REDFIN MORTGAGE LLC,34310,91,MORTGAGE,7/1/2020,7 YORKSHIRE DR UNIT 67,,TEWKSBURY,"7 Yorkshire Drive UNIT 67, Tewksbury, MA 01876-4558, USA",https://www.google.com/maps/search/?api=1&query=42.6169142%2C-71.2020887&zoom=18&query_place_id=Ejg3IFlvcmtzaGlyZSBEcml2ZSBVTklUIDY3LCBUZXdrc2J1cnksIE1BIDAxODc2LTQ1NTgsIFVTQSIeGhwKFgoUChIJW-A6EFun44kRaPliCKpoX5YSAjY3,Ejg3IFlvcmtzaGlyZSBEcml2ZSBVTklUIDY3LCBUZXdrc2J1cnksIE1BIDAxODc2LTQ1NTgsIFVTQSIeGhwKFgoUChIJW-A6EFun44kRaPliCKpoX5YSAjY3,42.6169142,-71.2020887
,REDFIN MORTGAGE LLC,34330,207,MORTGAGE,7/7/2020,116 NESMITH ST UNIT 2,,LOWELL,"116 Nesmith Street UNIT 2, Lowell, MA 01852-2394, USA",https://www.google.com/maps/search/?api=1&query=42.6413484%2C-71.2967256&zoom=18&query_place_id=ChIJ33jj-yKk44kRHa-CeBwsJFs,ChIJ33jj-yKk44kRHa-CeBwsJFs,42.6413484,-71.2967256
,REDFIN MORTGAGE LLC,34342,145,MORTGAGE,7/10/2020,4 KENSINGTON WAY UNIT 43,,TEWKSBURY,"4 Kensington Way UNIT 43, Tewksbury, MA 01876-4556, USA",https://www.google.com/maps/search/?api=1&query=42.6169949%2C-71.1989014&zoom=18&query_place_id=Ejc0IEtlbnNpbmd0b24gV2F5IFVOSVQgNDMsIFRld2tzYnVyeSwgTUEgMDE4NzYtNDU1NiwgVVNBIh4aHAoWChQKEglljq7nW6fjiRHueHI9ZvF_phICNDM,Ejc0IEtlbnNpbmd0b24gV2F5IFVOSVQgNDMsIFRld2tzYnVyeSwgTUEgMDE4NzYtNDU1NiwgVVNBIh4aHAoWChQKEglljq7nW6fjiRHueHI9ZvF_phICNDM,42.6169949,-71.1989014
,REDFIN MORTGAGE LLC,34362,60,MORTGAGE,7/15/2020,1 COLD SPRING RD UNIT 1,,WESTFORD,"1 Cold Spring Road UNIT 1, Westford, MA 01886-2212, USA",https://www.google.com/maps/search/?api=1&query=42.594955%2C-71.437332&zoom=18&query_place_id=EjcxIENvbGQgU3ByaW5nIFJvYWQgVU5JVCAxLCBXZXN0Zm9yZCwgTUEgMDE4ODYtMjIxMiwgVVNBIh0aGwoWChQKEgm_kG7Mpb3jiREJt4Y1vF0spxIBMQ,EjcxIENvbGQgU3ByaW5nIFJvYWQgVU5JVCAxLCBXZXN0Zm9yZCwgTUEgMDE4ODYtMjIxMiwgVVNBIh0aGwoWChQKEgm_kG7Mpb3jiREJt4Y1vF0spxIBMQ,42.594955,-71.437332
,REDFIN MORTGAGE LLC,34398,36,MORTGAGE,7/23/2020,21 MAPLE ST,,WESTFORD,"21 Maple Street, Westford, MA 01886-2136, USA",https://www.google.com/maps/search/?api=1&query=42.5988864%2C-71.4628039&zoom=18&query_place_id=ChIJWSjTBsW944kRwePJ0f8vmBo,ChIJWSjTBsW944kRwePJ0f8vmBo,42.5988864,-71.4628039
,REDFIN MORTGAGE LLC,34399,83,MORTGAGE,7/23/2020,99 LILLEY AVE,,LOWELL,"99 Lilley Avenue, Lowell, MA 01850-1522, USA",https://www.google.com/maps/search/?api=1&query=42.6585921%2C-71.3091117&zoom=18&query_place_id=ChIJ1wooEDWk44kRGzOvBcqBca0,ChIJ1wooEDWk44kRGzOvBcqBca0,42.6585921,-71.3091117
,REDFIN MORTGAGE LLC,34501,70,MORTGAGE,8/17/2020,3 BROOK ST,,CHELMSFORD,"3 Brook Street, Chelmsford, MA 01824-3111, USA",https://www.google.com/maps/search/?api=1&query=42.5954582%2C-71.3428074&zoom=18&query_place_id=ChIJz8o9cQSj44kR9r9k0BnNcrg,ChIJz8o9cQSj44kR9r9k0BnNcrg,42.5954582,-71.3428074
,REDFIN MORTGAGE LLC,34517,88,MORTGAGE,8/20/2020,8 HORTON LN,,BILLERICA,"8 Horton Lane, Billerica, MA 01821-6432, USA",https://www.google.com/maps/search/?api=1&query=42.5434525%2C-71.229647&zoom=18&query_place_id=ChIJ0wQYPTCg44kR4EV9xcfzQN4,ChIJ0wQYPTCg44kR4EV9xcfzQN4,42.5434525,-71.229647
,REDFIN MORTGAGE LLC,34555,251,MORTGAGE,8/28/2020,15 MASSACHUSETTS AVE,,BILLERICA,"15 Mass Avenue, Billerica, MA 01821-4022, USA",https://www.google.com/maps/search/?api=1&query=42.5347775%2C-71.2677697&zoom=18&query_place_id=ChIJ-ym1Jlyf44kRl8sTepVcbKE,ChIJ-ym1Jlyf44kRl8sTepVcbKE,42.5347775,-71.2677697
,REDFIN MORTGAGE LLC,34792,52,MORTGAGE,10/20/2020,56 RHODES ST,,WILMINGTON,"56 Rhodes Street, Wilmington, MA 01887-1827, USA",https://www.google.com/maps/search/?api=1&query=42.5636996%2C-71.177972&zoom=18&query_place_id=ChIJo5tD82IK44kRgZR-PIWqRyQ,ChIJo5tD82IK44kRgZR-PIWqRyQ,42.5636996,-71.177972
,REDFIN MORTGAGE LLC,35039,72,MORTGAGE,12/11/2020,11 HYACINTH DR,,WESTFORD,"11 Hyacinth Drive, Westford, MA 01886-2239, USA",https://www.google.com/maps/search/?api=1&query=42.5914567%2C-71.4507306&zoom=18&query_place_id=ChIJ6fESU76944kRGH3cPGErWT8,ChIJ6fESU76944kRGH3cPGErWT8,42.5914567,-71.4507306
,REDFIN MORTGAGE LLC,35054,16,MORTGAGE,12/15/2020,9 ELDERBERRY WAY,,WESTFORD,"9 Elderberry Way, Westford, MA 01886-4545, USA",https://www.google.com/maps/search/?api=1&query=42.5414401%2C-71.3952313&zoom=18&query_place_id=ChIJRaN0u5KX44kRbf6N-4xS-4I,ChIJRaN0u5KX44kRbf6N-4xS-4I,42.5414401,-71.3952313
,REDFIN MORTGAGE LLC,35364,156,MORTGAGE,2/22/2021,41 BOSTON RD UNIT 352,,BILLERICA,"41 Boston Road UNIT 352, Billerica, MA 01862-1046, USA",https://www.google.com/maps/search/?api=1&query=42.5963564%2C-71.3004268&zoom=18&query_place_id=ChIJsa3TvsSj44kR2z5Wrh4Bmoc,ChIJsa3TvsSj44kR2z5Wrh4Bmoc,42.5963564,-71.3004268
,REDFIN MORTGAGE LLC,36502,1,MORTGAGE,11/12/2021,9 RHODES ST,,BILLERICA,"9 Rhodes Street, Billerica, MA 01821-3819, USA",https://www.google.com/maps/search/?api=1&query=42.539477%2C-71.2660676&zoom=18&query_place_id=ChIJE6GAh1-f44kRWRK9Fq0j8Ag,ChIJE6GAh1-f44kRWRK9Fq0j8Ag,42.539477,-71.2660676
,REDFIN MORTGAGE LLC,36567,1,MORTGAGE,11/30/2021,1 CALL ST,,BILLERICA,"1 Call Street, Billerica, MA 01862-1503, USA",https://www.google.com/maps/search/?api=1&query=42.5835227%2C-71.2843527&zoom=18&query_place_id=ChIJfViw936h44kRCaR6sXpR7KY,ChIJfViw936h44kRCaR6sXpR7KY,42.5835227,-71.2843527
,REDFIN NOW BORROWER LLC,35947,283,DEED,6/30/2021,521 BOYLSTON ST,111-16,LOWELL,"521 Boylston Street, Lowell, MA 01852-4956, USA",https://www.google.com/maps/search/?api=1&query=42.6192867%2C-71.2800348&zoom=18&query_place_id=ChIJNSbIkqym44kRg5g793fVuno,ChIJNSbIkqym44kRg5g793fVuno,42.6192867,-71.2800348
,REDFINNOW BORROWER LLC,35966,187,DEED,7/6/2021,314 RIVERSIDE ST,85-134A,LOWELL,"314 Riverside Street, Lowell, MA 01854-2805, USA",https://www.google.com/maps/search/?api=1&query=42.6572719%2C-71.3258635&zoom=18&query_place_id=ChIJ8RuFn1Gk44kRZbbc4J-jGUQ,ChIJ8RuFn1Gk44kRZbbc4J-jGUQ,42.6572719,-71.3258635
,REDFINNOW BORROWER LLC,36127,31,DEED,8/13/2021,19 PRINGLE ST,87-79,TEWKSBURY,"19 Pringle Street, Tewksbury, MA 01876-2426, USA",https://www.google.com/maps/search/?api=1&query=42.5864321%2C-71.1926519&zoom=18&query_place_id=ChIJMToZgaCg44kRuK3m7CCZ4R0,ChIJMToZgaCg44kRuK3m7CCZ4R0,42.5864321,-71.1926519
,REDFINNOW BORROWER LLC,36260,235,DEED,9/16/2021,603 LAKEVIEW AVE,234-101,LOWELL,"603 Lakeview Avenue, Lowell, MA 01850-1825, USA",https://www.google.com/maps/search/?api=1&query=42.6550188%2C-71.3119559&zoom=18&query_place_id=ChIJHZJ26Emk44kRvC_2QTo5EtA,ChIJHZJ26Emk44kRvC_2QTo5EtA,42.6550188,-71.3119559
,REDFINNOW BORROWER LLC,36462,80,DEED,11/2/2021,521 BOYLSTON ST,111-16,LOWELL,"521 Boylston Street, Lowell, MA 01852-4956, USA",https://www.google.com/maps/search/?api=1&query=42.6192867%2C-71.2800348&zoom=18&query_place_id=ChIJNSbIkqym44kRg5g793fVuno,ChIJNSbIkqym44kRg5g793fVuno,42.6192867,-71.2800348
,REDFINNOW BORROWER LLC,36608,163,DEED,12/10/2021,603 LAKEVIEW AVE,234-101,LOWELL,"603 Lakeview Avenue, Lowell, MA 01850-1825, USA",https://www.google.com/maps/search/?api=1&query=42.6550188%2C-71.3119559&zoom=18&query_place_id=ChIJHZJ26Emk44kRvC_2QTo5EtA,ChIJHZJ26Emk44kRvC_2QTo5EtA,42.6550188,-71.3119559
,REDFINNOW BORROWER LLC,36634,175,DEED,12/17/2021,19 PRINGLE ST,87-79,TEWKSBURY,"19 Pringle Street, Tewksbury, MA 01876-2426, USA",https://www.google.com/maps/search/?api=1&query=42.5864321%2C-71.1926519&zoom=18&query_place_id=ChIJMToZgaCg44kRuK3m7CCZ4R0,ChIJMToZgaCg44kRuK3m7CCZ4R0,42.5864321,-71.1926519
,REDFINNOW BORROWER LLC,36647,283,DEED,12/21/2021,314 RIVERSIDE ST,85-134A,LOWELL,"314 Riverside Street, Lowell, MA 01854-2805, USA",https://www.google.com/maps/search/?api=1&query=42.6572719%2C-71.3258635&zoom=18&query_place_id=ChIJ8RuFn1Gk44kRZbbc4J-jGUQ,ChIJ8RuFn1Gk44kRZbbc4J-jGUQ,42.6572719,-71.3258635
,REDFINNOW BORROWER LLC,37142,256,DEED,6/13/2022,51 MYSTIC AVE,27-16,TEWKSBURY,"51 Mystic Avenue, Tewksbury, MA 01876-4368, USA",https://www.google.com/maps/search/?api=1&query=42.5677423%2C-71.1957569&zoom=18&query_place_id=ChIJl_zn_YCg44kRZigCbpaJBtI,ChIJl_zn_YCg44kRZigCbpaJBtI,42.5677423,-71.1957569
GT,ZILLOW HOME LOANS LLC,33393,69,MORTGAGE,9/27/2019,25 FAITH AVE,,DRACUT,"25 Faith Avenue, Dracut, MA 01826-2915, USA",https://www.google.com/maps/search/?api=1&query=42.675277%2C-71.360805&zoom=18&query_place_id=ChIJQULFRSKl44kRQhz0uGU1k_I,ChIJQULFRSKl44kRQhz0uGU1k_I,42.675277,-71.360805
GT,ZILLOW HOME LOANS LLC,34399,43,MORTGAGE,7/23/2020,1020 VARNUM AVE,,LOWELL,"1020 Varnum Avenue, Lowell, MA 01854-1915, USA",https://www.google.com/maps/search/?api=1&query=42.6436106%2C-71.3664936&zoom=18&query_place_id=ChIJTxB-Druk44kReLc2aLVVGew,ChIJTxB-Druk44kReLc2aLVVGew,42.6436106,-71.3664936
GT,ZILLOW HOME LOANS LLC,34455,111,MORTGAGE,8/5/2020,50 NEWPORT DR,,WESTFORD,"50 Newport Drive, Westford, MA 01886-1431, USA",https://www.google.com/maps/search/?api=1&query=42.6129122%2C-71.4338093&zoom=18&query_place_id=ChIJpZldHFe844kRNka_P8A7Mgc,ChIJpZldHFe844kRNka_P8A7Mgc,42.6129122,-71.4338093
GT,ZILLOW HOME LOANS LLC,34611,25,MORTGAGE,9/11/2020,8 KING ST,,WILMINGTON,"8 King Street, Wilmington, MA 01887-1825, USA",https://www.google.com/maps/search/?api=1&query=42.5627437%2C-71.1769845&zoom=18&query_place_id=ChIJi3oEe2IK44kRy1a324OSC1E,ChIJi3oEe2IK44kRy1a324OSC1E,42.5627437,-71.1769845
GT,ZILLOW HOME LOANS LLC,34874,195,MORTGAGE,11/6/2020,31 SEQUOIA DR,,TYNGSBOROUGH,"31 Sequoia Drive, Tyngsborough, MA 01879-2167, USA",https://www.google.com/maps/search/?api=1&query=42.6712863%2C-71.3904645&zoom=18&query_place_id=ChIJpZIgDym744kRvoVjLzSAZO0,ChIJpZIgDym744kRvoVjLzSAZO0,42.6712863,-71.3904645
GT,ZILLOW HOME LOANS LLC,34928,30,MORTGAGE,11/18/2020,753 WOBURN ST,,WILMINGTON,"753 Woburn Street, Wilmington, MA 01887-3426, USA",https://www.google.com/maps/search/?api=1&query=42.5348333%2C-71.1507054&zoom=18&query_place_id=ChIJ7TKjp94K44kRc5Qb5UAZ_Js,ChIJ7TKjp94K44kRc5Qb5UAZ_Js,42.5348333,-71.1507054
GT,ZILLOW HOME LOANS LLC,34978,1,MORTGAGE,11/30/2020,53 MASCUPPIC TR,,TYNGSBOROUGH,"53 Mascuppic Trail, Tyngsborough, MA 01879-1734, USA",https://www.google.com/maps/search/?api=1&query=42.6792957%2C-71.3864647&zoom=18&query_place_id=ChIJNd_6vdO644kRy9A7wftSOfw,ChIJNd_6vdO644kRy9A7wftSOfw,42.6792957,-71.3864647
GT,ZILLOW HOME LOANS LLC,35012,220,MORTGAGE,12/7/2020,47 GILMAN RD,,BILLERICA,"47 Gilman Road, Billerica, MA 01862-3059, USA",https://www.google.com/maps/search/?api=1&query=42.5350188%2C-71.3095766&zoom=18&query_place_id=ChIJ38ekCr2Y44kRHcoG0aolG4A,ChIJ38ekCr2Y44kRHcoG0aolG4A,42.5350188,-71.3095766
GT,ZILLOW HOME LOANS LLC,35299,93,MORTGAGE,2/5/2021,9 VILLANOVA DR,,WESTFORD,"9 Villanova Drive, Westford, MA 01886-1955, USA",https://www.google.com/maps/search/?api=1&query=42.6026277%2C-71.4300756&zoom=18&query_place_id=ChIJiYN8gKq944kR1PrhsqQiVzg,ChIJiYN8gKq944kR1PrhsqQiVzg,42.6026277,-71.4300756
GT,ZILLOW HOME LOANS LLC,35368,114,MORTGAGE,2/23/2021,43 ADAMS ST,,WILMINGTON,"43 Adams Street, Wilmington, MA 01887-2435, USA",https://www.google.com/maps/search/?api=1&query=42.5507223%2C-71.1639026&zoom=18&query_place_id=ChIJ5cZNCvIK44kRtxTgQ5k_-EA,ChIJ5cZNCvIK44kRtxTgQ5k_-EA,42.5507223,-71.1639026
GT,ZILLOW HOME LOANS LLC,35436,183,MORTGAGE,3/8/2021,2 HEATHER CIR,,BILLERICA,"2 Heather Circle, Billerica, MA 01862-1213, USA",https://www.google.com/maps/search/?api=1&query=42.5953845%2C-71.2786864&zoom=18&query_place_id=ChIJ7fyX92ah44kRQNpeNSG8_u0,ChIJ7fyX92ah44kRQNpeNSG8_u0,42.5953845,-71.2786864
GT,ZILLOW HOME LOANS LLC,35483,119,MORTGAGE,3/16/2021,29 AMBLE RD,,CHELMSFORD,"29 Amble Road, Chelmsford, MA 01824-1906, USA",https://www.google.com/maps/search/?api=1&query=42.593012%2C-71.3890573&zoom=18&query_place_id=ChIJ7dNpri6944kRNJCLIP1OQhg,ChIJ7dNpri6944kRNJCLIP1OQhg,42.593012,-71.3890573
GT,ZILLOW HOME LOANS LLC,35498,54,MORTGAGE,3/19/2021,59 DOWLING DR,,LOWELL,"59 Dowling Drive, Lowell, MA 01854-1084, USA",https://www.google.com/maps/search/?api=1&query=42.6510353%2C-71.3797324&zoom=18&query_place_id=ChIJ5-e8AbWk44kRnfvDcC71Ojs,ChIJ5-e8AbWk44kRnfvDcC71Ojs,42.6510353,-71.3797324
GT,ZILLOW HOME LOANS LLC,35500,1,MORTGAGE,3/22/2021,6 BOLGER LN,,WESTFORD,"6 Bolger Lane, Westford, MA 01886-1083, USA",https://www.google.com/maps/search/?api=1&query=42.6277739%2C-71.4683915&zoom=18&query_place_id=ChIJswTsACO844kRooeip19mJIg,ChIJswTsACO844kRooeip19mJIg,42.6277739,-71.4683915
GT,ZILLOW HOME LOANS LLC,35503,127,MORTGAGE,3/22/2021,3 BUNKER RD,,BILLERICA,"3 Bunker Road, Billerica, MA 01821-3667, USA",https://www.google.com/maps/search/?api=1&query=42.5420872%2C-71.2661234&zoom=18&query_place_id=ChIJ65Ns-eCh44kRrl2hsyfcYvk,ChIJ65Ns-eCh44kRrl2hsyfcYvk,42.5420872,-71.2661234
GT,ZILLOW HOME LOANS LLC,35568,222,MORTGAGE,4/2/2021,81 PINEHURST AVE UNIT 33,,BILLERICA,"81 Pinehurst Avenue UNIT 33, Billerica, MA 01821-6308, USA",https://www.google.com/maps/search/?api=1&query=42.5329333%2C-71.2166646&zoom=18&query_place_id=Ejo4MSBQaW5laHVyc3QgQXZlbnVlIFVOSVQgMzMsIEJpbGxlcmljYSwgTUEgMDE4MjEtNjMwOCwgVVNBIh4aHAoWChQKEgnF-XsvIKDjiRFs1N4AZIrc8RICMzM,Ejo4MSBQaW5laHVyc3QgQXZlbnVlIFVOSVQgMzMsIEJpbGxlcmljYSwgTUEgMDE4MjEtNjMwOCwgVVNBIh4aHAoWChQKEgnF-XsvIKDjiRFs1N4AZIrc8RICMzM,42.5329333,-71.2166646
GT,ZILLOW HOME LOANS LLC,35628,1,MORTGAGE,4/16/2021,118 WYMAN RD,,BILLERICA,"118 Wyman Road, Billerica, MA 01821-3740, USA",https://www.google.com/maps/search/?api=1&query=42.5260888%2C-71.2488586&zoom=18&query_place_id=ChIJ1zjNYXCf44kRZAR4HuKt000,ChIJ1zjNYXCf44kRZAR4HuKt000,42.5260888,-71.2488586
